PluginName;FormID;PerkName;Description;SkillType;SkillLevel
Ordinator - Perks of Skyrim.esp;060327A4;Thief's Eye;When you enter a major city, illuminates a random citizen on the streets for 300 seconds. If you interact with the target during this time, they will carry valuable items (based on your Pickpocket skill). This can only occur once every 12-60 ingame hours.;Pickpocket;30
Ordinator - Perks of Skyrim.esp;0603222D;Death's Emperor;A cursed septim appears in your inventory. When someone else is in possession of the coin, your attacks deal 100% more damage and critical damage to them.;Pickpocket;40
Ordinator - Perks of Skyrim.esp;06032231;Death's Emperor;A cursed septim appears in your inventory. When someone else is in possession of the coin, your attacks deal 200% more damage and critical damage to them.;Pickpocket;70
Ordinator - Perks of Skyrim.esp;0603380E;Thief's Luck;You may choose an item type (gold, jewelry, books, ingredients, potions, ingots, scrolls). Those illuminated by Thief's Eye are three times more likely to carry items of your chosen type over other types.;Pickpocket;50
Ordinator - Perks of Skyrim.esp;0603328D;On the Run;After you successfully pickpocket someone, sneaking is 200% more effective and movement speed is increased by 25% for 10 seconds.;Pickpocket;40
Ordinator - Perks of Skyrim.esp;06034873;Lawless World;Petty crimes are slowly forgotten, allowing your bounties for non-violent crimes to decay at a rate of 50% of your Pickpocket skill level each day.;Pickpocket;50
Skyrim.esm;00058201;Trickster;Can pickpocket equipped weapons. If the target is sleeping, can pickpocket any equipped item.;Pickpocket;70
Ordinator - Perks of Skyrim.esp;06034863;Stalk the Prey;Preparing to pickpocket (sneaking behind a victim with the pickpocket message displayed) for at least 10 seconds adds 20% to your chance to pickpocket any item.;Pickpocket;60
Ordinator - Perks of Skyrim.esp;06032237;Doomed to Plunder;Killing a victim in possession of the Death's Emperor grants 100-300 more gold.;Pickpocket;70
Ordinator - Perks of Skyrim.esp;0603381E;Crime Wave;Shortly after you pickpocket or speak with the target illuminated by Thief's Eye, a new victim is illuminated, up to 4 times in a row.;Pickpocket;80
Ordinator - Perks of Skyrim.esp;0603486F;You Saw Nothing;"Grants the ""You Saw Nothing"" power. Once a day, distract a target and others in a 40 foot radius around the target. For 45 seconds, you will not receive a bounty if they are the only witness of your crimes. Does not prevent them from defending themselves.";Pickpocket;80
Ordinator - Perks of Skyrim.esp;06034875;Robbed Blind;Adds the Thief's Eye effect to You Saw Nothing.;Pickpocket;90
Ordinator - Perks of Skyrim.esp;060342EF;Mutiny;"Grants the ""Mutiny"" power. At will, activates the curse of the Death's Emperor, causing whoever is in possession of the coin to attack randomly for 30 seconds. Any deaths resulting from this can't be traced back to you.";Pickpocket;90
Ordinator - Perks of Skyrim.esp;06032236;Dragon Hoard;Whenever you sleep with 50000 or more gold in your inventory, you may choose to spend it to purchase a perk point.;Pickpocket;100
Skyrim.esm;000BE126;Sneak Mastery;Sneaking is 15% more effective. Sneak success depends on visibility (movement and light level), sound (movement and armor weight), skill level and distance.;Sneak;0
Skyrim.esm;000C07C6;Sneak Mastery;Sneaking is 30% more effective. Sneak success depends on visibility (movement and light level), sound (movement and armor weight), skill level and distance.;Sneak;20
Ordinator - Perks of Skyrim.esp;060363B4;Spot Detection;"Grants the ""Spot Detection"" power. At will, outlines all humanoids within 150 feet that are detecting you with a green glow. Lasts 30 seconds.";Sneak;30
Ordinator - Perks of Skyrim.esp;0603799E;Demolition Job;All Destruction spells and scrolls are 1% more powerful per level of Sneak if the target is not detecting the caster (2% for rune spells).;Sneak;30
Ordinator - Perks of Skyrim.esp;060379AA;Tripwire;"Grants the ""Tripwire"" power. At will, places a tripwire in front of you for 120 seconds. It snaps when tripped, knocking all targets hit by it to the floor.";Sneak;20
Skyrim.esm;0005820C;Light Foot;You won't trigger pressure plates.;Sneak;50
Ordinator - Perks of Skyrim.esp;06037F0F;Fog of War;Sneaking is 15% more effective against targets that are in combat with you, or 30% if they are in combat with someone else.;Sneak;30
Skyrim.esm;00058210;Sneak Attack;Sneak attacks with one-handed weapons deal 100% more damage. Sneak attacks with any other weapon or fists deal 25% more damage.;Sneak;20
Skyrim.esm;00105F23;Silent Roll;Sprinting while sneaking executes a silent forward roll.;Sneak;30
Skyrim.esm;00105F24;Infiltrator;Your footsteps and equipped armor make 75% less noise when sneaking.;Sneak;40
Ordinator - Perks of Skyrim.esp;0603FD17;Whiplash;Tripwire also reduces armor rating by 1000 points for 5 seconds.;Sneak;40
Ordinator - Perks of Skyrim.esp;06035E3D;Dynamic Entry;Performing a silent roll increases your weapon damage by 40% and unarmed damage by 40 points for 3 seconds.;Sneak;40
Skyrim.esm;00058211;Assassin's Blade;Sneak attacks with daggers deal 1% more damage per level of Sneak.;Sneak;40
Ordinator - Perks of Skyrim.esp;060842DD;Right Behind You;You are adept at hiding in your target's blind spot. Sneaking is 15% more effective within 30 feet and 30% more effective within 15 feet.;Sneak;50
Ordinator - Perks of Skyrim.esp;060363D5;Backstab;You deal 25% more damage and critical damage with daggers when striking a target from behind.;Sneak;50
Ordinator - Perks of Skyrim.esp;06036938;Backstab;You deal 50% more damage and critical damage with daggers when striking a target from behind.;Sneak;80
Ordinator - Perks of Skyrim.esp;06036EA3;Disengage;"Grants the ""Disengage"" power. Once a day, all enemies within 100 feet who are attacking you or searching for you instantly stop and resume their normal activities.";Sneak;60
Ordinator - Perks of Skyrim.esp;06035E3F;Dodge Roll;Performing a silent roll makes you ethereal for 1 second, causing all incoming attacks and spells to miss.;Sneak;60
Ordinator - Perks of Skyrim.esp;0603381C;Clean Escape;When you stand still for 8 seconds while sneaking, enemies within 150 feet no longer search for you.;Sneak;70
Ordinator - Perks of Skyrim.esp;06037419;Smokescreen;"Grants the ""Smokescreen"" power. Once a day, creates a 35 foot cloud for 180 seconds that blinds those in the cloud, preventing them from seeing sneaking targets. Sneak attacks against them deal 50% more damage.";Sneak;60
Ordinator - Perks of Skyrim.esp;0603FD1F;Backup Plan;After being out of combat for at least 5 seconds, entering combat will place a Tripwire behind you for 60 seconds. This does not count against the limit of one Tripwire at a time.;Sneak;70
Ordinator - Perks of Skyrim.esp;06036939;Problem Solver;Sneak attacks deal 10% more damage for each 200 points of Health the target has, up to 50% more damage.;Sneak;80
Ordinator - Perks of Skyrim.esp;0603FD0F;Cloak and Dagger;Breaking invisibility with a power attack is a guaranteed critical strike that deals 50% more critical damage.;Sneak;90
Ordinator - Perks of Skyrim.esp;0603742C;Behind Enemy Lines;Sneaking is 15% more effective for each enemy within 100 feet that is not detecting you.;Sneak;80
Skyrim.esm;00058213;Partystarter;When you gain invisibility, places a barrel of flammable booze at your location. When you lose invisibility, it explodes, dealing fire damage equal to 200% of your Sneak skill level and staggering targets. This effect has a 15 second cooldown.;Sneak;80
Ordinator - Perks of Skyrim.esp;06037423;Greased Lightning;A hidden bottle enables you to leave a trail of grease whenever you perform a silent roll in combat. The grease lasts for 10 seconds and staggers running enemies, while sprinting enemies slip and fall to the ground.;Sneak;90
Skyrim.esm;00058214;Shadow Warrior;Entering sneak mode in combat grants 2 seconds of invisibility, briefly leaving combat and forcing distant opponents to search for you. This effect has an 8 second cooldown.;Sneak;90
Ordinator - Perks of Skyrim.esp;060363BD;Laughing Ghost;"Grants the ""Laughing Ghost"" power. At will, while sneaking, teleport through the shadows behind a target to attempt a sneak power attack with your right weapon that deals double sneak attack damage. The target must be out of combat.";Sneak;100
Skyrim.esm;000BE128;Speech Mastery;Sell items for 10% more. Your intimidation attempts are twice as likely to succeed.;Speech;0
Skyrim.esm;000C07CE;Speech Mastery;Sell items for 20% more. Your intimidation attempts are four times as likely to succeed.;Speech;20
Skyrim.esm;00058F72;Bribery;Can bribe guards to ignore crimes.;Speech;30
Ordinator - Perks of Skyrim.esp;06020774;And the Universe Listens;Shouting restores points of Health, Magicka and Stamina equal to your shout cooldown in seconds. You gain Speech experience when shouting based on your shout cooldown.;Speech;20
Ordinator - Perks of Skyrim.esp;06020CED;Performer;"Grants the ""Perform"" power. Once a day, play a song to entertain up to five people within 50 feet and collect a donation from each, based on your Speech skill and the amount of gold they are carrying.";Speech;20
Skyrim.esm;00058F75;Kinship;Buy items for 15% less when trading with the same race.;Speech;30
Ordinator - Perks of Skyrim.esp;06022D90;Windborne;Shouting summons up a divine wind, granting 30% extra attack damage and 15% increased movement speed for 15 seconds. This effect stacks.;Speech;40
Ordinator - Perks of Skyrim.esp;0602330B;Speak With Animals;"Can Activate animals to tame them, forcing them to follow you anywhere you go and fight for you until released. You can only have one Wild Companion at a time. Use the ""Release Companion"" power to release your Wild Companion.";Speech;50
Ordinator - Perks of Skyrim.esp;06023DF8;Serenade;Performing to members of the opposite sex yields twice as much gold and potentially small items.;Speech;30
Ordinator - Perks of Skyrim.esp;06023308;Business Relation;Create a permanent bond with the next merchant you speak with. Buy items for 30% less from that specific merchant.;Speech;40
Skyrim.esm;00058F7A;Salesman;Can sell any type of item to any kind of merchant.;Speech;50
Ordinator - Perks of Skyrim.esp;06020CE7;Irresistible Dance;Can Perform in combat to force the two nearest enemy people within 100 feet to dance spellbound, preventing them from acting and reducing their armor skills by 50 levels. Use again to stop.;Speech;30
Ordinator - Perks of Skyrim.esp;06022D89;Force Redoubled;25% chance to reduce the cooldown of any shout to 3 seconds.;Speech;50
Ordinator - Perks of Skyrim.esp;06022D8A;Force Redoubled;50% chance to reduce the cooldown of any shout to 3 seconds.;Speech;80
Skyrim.esm;00058F7B;Investor;Can invest 500 gold with a shopkeeper to increase his or her available gold by 500 permanently.;Speech;60
Ordinator - Perks of Skyrim.esp;060232F8;Encore;Able to Perform multiple times per day.;Speech;40
Ordinator - Perks of Skyrim.esp;0602436A;Golden Fiddle;Irresistible Dance now also forces daedra, undead and animals to listen spellbound.;Speech;40
Skyrim.esm;000C07CF;Hurricane Force;Shouts that affect others are 1% more powerful per level of Speech.;Speech;60
Skyrim.esm;000C07D1;Thu'um of War;Your shouts stagger nearby enemies within 25 feet, reducing armor rating by 300 points for 10 seconds and knocking enemies below 25% Health to the ground.;Speech;70
Ordinator - Perks of Skyrim.esp;06024368;Horn of Sovngarde;"Grants the ""Horn of Sovngarde"" power. Once a day, blow a horn to call the nearest three friendly people (except followers) within 200 feet to follow you for 600 seconds.";Speech;70
Ordinator - Perks of Skyrim.esp;060248CD;Horn of Sovngarde;"Grants the ""Horn of Sovngarde"" power. Once a day, blow a horn to call the nearest three friendly people (except followers) within 200 feet to follow you for one ingame day.";Speech;100
Ordinator - Perks of Skyrim.esp;0602280F;Earthquake Drum;Can Perform in combat to unleash shockwaves. Each drumbeat deals 50 points of damage to nearby enemies within 30 feet. Use again to stop.;Speech;60
Ordinator - Perks of Skyrim.esp;06023890;Gift of Kynareth;Improves your Wild Companion. Wolves gain 100% extra attack damage. Spiders gain magic immunity. Bears gain 150 points of Health. Chaurus gain 300 points of armor. Saber cats gain 40% movement speed and move silently.;Speech;80
Skyrim.esm;00058F79;Fence;Can barter stolen goods with any merchant.;Speech;70
Ordinator - Perks of Skyrim.esp;0602281B;Witching Rhythm;Earthquake Drum deals 50% more damage. Each beat of Earthquake Drum also briefly reduces the magic resistance of affected enemies by 200% for 0.4 seconds.;Speech;80
Ordinator - Perks of Skyrim.esp;06022819;Lord of the Dance;Irresistible Dance can affect up to five enemies.;Speech;90
Ordinator - Perks of Skyrim.esp;0602388B;Merciless Storm;"Grants the ""Merciless Storm"" power. Once a day, cancels an active shout cooldown, allowing you to shout again immediately afterwards.";Speech;80
Ordinator - Perks of Skyrim.esp;06023E03;Dovahzulaan;For 120 seconds after using Merciless Storm, any shout you use also carries the previous shout.;Speech;100
Ordinator - Perks of Skyrim.esp;060232FF;War Drummer;Each beat of Earthquake Drum also heals nearby allies by up to 20 points based on their missing Health percentage, and grants them 100% extra attack damage for 0.4 seconds.;Speech;90
Skyrim.esm;001090A5;Trade Prince;Every merchant in the world gains 1000 gold for bartering.;Speech;90
